34564,2021-10-03T19:18:29+0000;0444,T6650,Ha6ac;0445,T66cd,Ha488;0544,T6986,H8d44;0545,T6d81,H84b8;0644,T6b85,H8e6c;0645,T684a,H9e36;0744,T6659,H9873;0745,T65cc,Hab22
34904,2021-10-03T20:08:07+0000;0444,T68c4,Hddbc;0445,T68b4,He374;0544,T68d5,Hc9a8;0545,T68ad,He889;0644,T69ab,Hd5a4;0645,T69e8,Hd467;0744,T6a6c,Hb9f7;0745,T6a5e,Hd55d
34905,2021-10-03T20:08:16+0000;0444,T68bb,Hddec;0445,T68ae,He37f;0544,T68ce,Hc9cc;0545,T68a5,He88c;0644,T69a2,Hd5f5;0645,T69df,Hd487;0744,T6a62,Hba1a;0745,T6a57,Hd5a1
34906,2021-10-03T20:08:25+0000;0444,T68b4,Hde20;0445,T68a6,He3a7;0544,T68c6,Hc9e4;0545,T689f,He8c7;0644,T6997,Hd62e;0645,T69d5,Hd4af;0744,T6a5b,Hba39;0745,T6a51,Hd5d5
34907,2021-10-03T20:08:34+0000;0444,T68ad,Hde68;0445,T689f,He3e2;0544,T68be,Hc9f1;0545,T6896,He8d2;0644,T698f,Hd664;0645,T69cd,Hd4e1;0744,T6a55,Hba63;0745,T6a49,Hd5e1
34908,2021-10-03T20:08:43+0000;0444,T68a5,Hdeab;0445,T689a,He446;0544,T68b8,Hc9f3;0545,T688e,He904;0644,T6985,Hd686;0645,T69c7,Hd534;0744,T6a4c,Hba7f;0745,T6a42,Hd5f9
34909,2021-10-03T20:08:51+0000;0444,T68a1,Hdec4;0445,T6896,He491;0544,T68ad,Hc9ec;0545,T6888,He940;0644,T697d,Hd6f2;0645,T69c0,Hd551;0744,T6a45,Hbaac;0745,T6a3d,Hd631
34910,2021-10-03T20:09:00+0000;0444,T6896,Hdee9;0445,T688c,He4a4;0544,T68a2,Hc9ef;0545,T6881,He994;0644,T6976,Hd717;0645,T69b8,Hd5b3;0744,T6a3f,Hbab9;0745,T6a37,Hd667
34911,2021-10-03T20:09:09+0000;0444,T688d,Hdf1c;0445,T6885,He4a5;0544,T689c,Hca16;0545,T6878,He997;0644,T696d,Hd737;0645,T69b2,Hd61c;0744,T6a38,Hbadb;0745,T6a31,Hd695
34912,2021-10-03T20:09:18+0000;0444,T6889,Hdf48;0445,T687e,He4b6;0544,T6894,Hca4d;0545,T6872,He991;0644,T6968,Hd76f;0645,T69a7,Hd629;0744,T6a32,Hbafd;0745,T6a29,Hd6ab
34913,2021-10-03T20:09:26+0000;0444,T6883,Hdf89;0445,T6877,He4de;0544,T688e,Hca59;0545,T686c,He9b3;0644,T695f,Hd7cd;0645,T69a1,Hd64b;0744,T6a2a,Hbb09;0745,T6a22,Hd6a9
34914,2021-10-03T20:09:35+0000;0444,T687b,Hdfb6;0445,T6870,He536;0544,T688b,Hca41;0545,T6866,He9c5;0644,T6957,Hd804;0645,T699a,Hd65f;0744,T6a23,Hbb32;0745,T6a1d,Hd6c6
34915,2021-10-03T20:09:44+0000;0444,T6875,Hdfe1;0445,T686e,He590;0544,T6884,Hca4d;0545,T685d,He9ff;0644,T694f,Hd811;0645,T6992,Hd6a6;0744,T6a1b,Hbb47;0745,T6a17,Hd6ed
34916,2021-10-03T20:09:53+0000;0444,T686c,He018;0445,T6866,He5a3;0544,T687c,Hca9b;0545,T6855,Hea27;0644,T6947,Hd861;0645,T698b,Hd6ee;0744,T6a18,Hbb5d;0745,T6a11,Hd727
34917,2021-10-03T20:10:01+0000;0444,T6867,He049;0445,T685e,He569;0544,T6877,Hcac1;0545,T684f,Hea35;0644,T693d,Hd8a8;0645,T6983,Hd703;0744,T6a0f,Hbb89;0745,T6a08,Hd74a
34918,2021-10-03T20:10:10+0000;0444,T6861,He05f;0445,T6858,He57e;0544,T6873,Hcacd;0545,T684b,Hea64;0644,T6937,Hd8dd;0645,T697d,Hd71d;0744,T6a0a,Hbbc0;0745,T6a03,Hd75f
34919,2021-10-03T20:10:19+0000;0444,T6859,He087;0445,T6851,He5ae;0544,T6868,Hcaef;0545,T6844,Hea88;0644,T6930,Hd8f8;0645,T6973,Hd74d;0744,T6a01,Hbbdd;0745,T69fd,Hd784
34920,2021-10-03T20:10:28+0000;0444,T6854,He0b0;0445,T684c,He5ea;0544,T6861,Hcafc;0545,T683c,Heaaf;0644,T6925,Hd904;0645,T696d,Hd7b3;0744,T69fc,Hbbf2;0745,T69f9,Hd7ae
34921,2021-10-03T20:10:36+0000;0444,T684d,He0cc;0445,T6842,He614;0544,T685b,Hcb20;0545,T6836,Head1;0644,T691f,Hd94e;0645,T6965,Hd7da;0744,T69f6,Hbc0c;0745,T69f2,Hd7c6
34922,2021-10-03T20:10:45+0000;0444,T6847,He0de;0445,T683d,He62b;0544,T6857,Hcb4a;0545,T682f,Heaf1;0644,T6913,Hd9b5;0645,T695f,Hd7f0;0744,T69ed,Hbc27;0745,T69ec,Hd7c8
34923,2021-10-03T20:10:54+0000;0444,T683f,He10b;0445,T6837,He651;0544,T684d,Hcb44;0545,T682a,Heb0e;0644,T6910,Hd9cd;0645,T695b,Hd82f;0744,T69e8,Hbc45;0745,T69e6,Hd7d8
34924,2021-10-03T20:11:03+0000;0444,T6838,He130;0445,T6832,He67a;0544,T6847,Hcb4b;0545,T6825,Heb34;0644,T6908,Hd9ed;0645,T6951,Hd887;0744,T69e0,Hbc4c;0745,T69e0,Hd7f2
34925,2021-10-03T20:11:11+0000;0444,T6831,He159;0445,T682c,He69e;0544,T683e,Hcb57;0545,T681c,Heb57;0644,T68ff,Hda4a;0645,T694a,Hd893;0744,T69db,Hbc6d;0745,T69da,Hd81a
34926,2021-10-03T20:11:20+0000;0444,T682b,He183;0445,T6824,He6bc;0544,T6837,Hcb77;0545,T6816,Heb82;0644,T68fb,Hda5d;0645,T6945,Hd8aa;0744,T69d5,Hbc8f;0745,T69d1,Hd83b
34927,2021-10-03T20:11:29+0000;0444,T6822,He1a5;0445,T681f,He6df;0544,T6835,Hcbb3;0545,T680e,Hebac;0644,T68f0,Hda76;0645,T693e,Hd8e0;0744,T69ce,Hbca4;0745,T69cc,Hd86c
34928,2021-10-03T20:11:38+0000;0444,T681e,He1d7;0445,T6818,He6f4;0544,T682f,Hcbd7;0545,T680c,Hebc8;0644,T68e8,Hda9d;0645,T6938,Hd91a;0744,T69c6,Hbcb3;0745,T69c7,Hd883
34929,2021-10-03T20:11:46+0000;0444,T681a,He207;0445,T6812,He732;0544,T6826,Hcbe2;0545,T6805,Hebd9;0644,T68e2,Hdacf;0645,T692f,Hd946;0744,T69c2,Hbcc9;0745,T69c2,Hd8ab
34930,2021-10-03T20:11:55+0000;0444,T6813,He22b;0445,T680f,He777;0544,T6820,Hcbd7;0545,T6800,Hebfa;0644,T68dc,Hdb19;0645,T6929,Hd968;0744,T69ba,Hbce1;0745,T69bb,Hd8b2
34931,2021-10-03T20:12:04+0000;0444,T680a,He24f;0445,T6808,He78f;0544,T681a,Hcbef;0545,T67f7,Hec20;0644,T68d3,Hdb2e;0645,T6921,Hd98e;0744,T69b4,Hbcf2;0745,T69b5,Hd8b4
34932,2021-10-03T20:12:13+0000;0444,T6808,He27c;0445,T6802,He7b5;0544,T6815,Hcc13;0545,T67f1,Hec36;0644,T68cf,Hdb77;0645,T691b,Hd9b5;0744,T69ae,Hbd04;0745,T69ae,Hd8db
34933,2021-10-03T20:12:22+0000;0444,T6800,He2a8;0445,T67fd,He7d2;0544,T680f,Hcc19;0545,T67ec,Hec52;0644,T68c2,Hdb9e;0645,T6916,Hd9d1;0744,T69a9,Hbd25;0745,T69ab,Hd8fd
34934,2021-10-03T20:12:30+0000;0444,T67fa,He2b9;0445,T67f9,He7cd;0544,T6807,Hcc32;0545,T67e5,Hec78;0644,T68bf,Hdbd8;0645,T690f,Hd9f6;0744,T69a2,Hbd48;0745,T69a3,Hd91b
34935,2021-10-03T20:12:39+0000;0444,T67f5,He2de;0445,T67f1,He7d7;0544,T67ff,Hcc49;0545,T67e1,Hec8f;0644,T68b7,Hdbfd;0645,T6909,Hda1b;0744,T699e,Hbd5e;0745,T699e,Hd936
34936,2021-10-03T20:12:48+0000;0444,T67ee,He309;0445,T67e9,He807;0544,T67f9,Hcc40;0545,T67dc,Hecb7;0644,T68b3,Hdc25;0645,T6901,Hda47;0744,T6996,Hbd76;0745,T699b,Hd946
34937,2021-10-03T20:12:57+0000;0444,T67e8,He349;0445,T67e5,He837;0544,T67f4,Hcc68;0545,T67d8,Hecc1;0644,T68a8,Hdc67;0645,T68fb,Hda56;0744,T6990,Hbd98;0745,T6995,Hd965
34938,2021-10-03T20:13:05+0000;0444,T67e2,He371;0445,T67e3,He87c;0544,T67ee,Hcc7a;0545,T67cf,Hece7;0644,T68a3,Hdc74;0645,T68f4,Hda8d;0744,T698a,Hbdae;0745,T6990,Hd98b
34939,2021-10-03T20:13:14+0000;0444,T67de,He37e;0445,T67dc,He8a5;0544,T67e8,Hcc8d;0545,T67cb,Hed04;0644,T689e,Hdc8a;0645,T68ed,Hdaf0;0744,T6986,Hbdc2;0745,T698b,Hd9a8
34940,2021-10-03T20:13:23+0000;0444,T67d9,He39c;0445,T67d7,He8c0;0544,T67e5,Hcca4;0545,T67c5,Hed26;0644,T6897,Hdc9e;0645,T68e5,Hdb10;0744,T6981,Hbde1;0745,T6985,Hd9d5
34941,2021-10-03T20:13:32+0000;0444,T67d3,He3e1;0445,T67d3,He901;0544,T67dd,Hcca7;0545,T67c0,Hed2a;0644,T6891,Hdcb4;0645,T68df,Hdb2e;0744,T697c,Hbdf6;0745,T6980,Hda0f
34942,2021-10-03T20:13:40+0000;0444,T67cd,He41c;0445,T67d0,He93e;0544,T67d7,Hccaf;0545,T67ba,Hed3a;0644,T688b,Hdcdb;0645,T68dc,Hdb5b;0744,T6974,Hbe07;0745,T697a,Hda43
34943,2021-10-03T20:13:49+0000;0444,T67c7,He457;0445,T67cb,He964;0544,T67d3,Hcc83;0545,T67b6,Hed3b;0644,T6884,Hdd10;0645,T68d7,Hdb5c;0744,T696e,Hbe26;0745,T6973,Hda71
34944,2021-10-03T20:13:58+0000;0444,T67c6,He484;0445,T67c5,He973;0544,T67d1,Hcca0;0545,T67af,Hed4e;0644,T687d,Hdd34;0645,T68d0,Hdb68;0744,T6969,Hbe46;0745,T6970,Hda86
34945,2021-10-03T20:14:07+0000;0444,T67bf,He4af;0445,T67c0,He995;0544,T67cf,Hccc5;0545,T67a8,Hed65;0644,T6877,Hdd5f;0645,T68cd,Hdbb1;0744,T6965,Hbe59;0745,T696a,Hdabc
34946,2021-10-03T20:14:15+0000;0444,T67bc,He4e3;0445,T67bc,He9a7;0544,T67cb,Hcca7;0545,T67a4,Hed78;0644,T6871,Hdd76;0645,T68c6,Hdbcb;0744,T6960,Hbe65;0745,T6965,Hdae7
34947,2021-10-03T20:14:24+0000;0444,T67b5,He520;0445,T67b8,He9b5;0544,T67c6,Hccb9;0545,T679e,Hed85;0644,T686d,Hddc2;0645,T68be,Hdbc9;0744,T695b,Hbe7e;0745,T695f,Hdaf3
34948,2021-10-03T20:14:33+0000;0444,T67b1,He531;0445,T67b0,He9c5;0544,T67c4,Hccd5;0545,T6797,Hed93;0644,T6865,Hdde0;0645,T68b7,Hdbee;0744,T6955,Hbe99;0745,T695b,Hdaf2
34949,2021-10-03T20:14:42+0000;0444,T67ab,He536;0445,T67ac,He9e5;0544,T67be,Hccda;0545,T6794,Heda7;0644,T685c,Hddee;0645,T68b2,Hdc43;0744,T694f,Hbeab;0745,T6956,Hdb12
34950,2021-10-03T20:14:50+0000;0444,T67a5,He553;0445,T67a5,Hea0d;0544,T67b6,Hcce3;0545,T678e,Hedbf;0644,T6857,Hde12;0645,T68ac,Hdc66;0744,T694c,Hbeb7;0745,T6951,Hdb30
34951,2021-10-03T20:14:59+0000;0444,T67a4,He582;0445,T67a2,Hea36;0544,T67b4,Hcced;0545,T678a,Hedd0;0644,T6851,Hde31;0645,T68a8,Hdc8a;0744,T6945,Hbebf;0745,T694c,Hdb5d
34952,2021-10-03T20:15:08+0000;0444,T679d,He5b4;0445,T67a0,Hea53;0544,T67ae,Hccc9;0545,T6785,Hede4;0644,T684d,Hde67;0645,T68a3,Hdc9b;0744,T6942,Hbed5;0745,T6945,Hdb72
34953,2021-10-03T20:15:17+0000;0444,T6798,He5f1;0445,T6799,Hea5e;0544,T67ae,Hccf5;0545,T6780,Hee06;0644,T6844,Hde81;0645,T689b,Hdcbd;0744,T693b,Hbee2;0745,T6940,Hdb77
34954,2021-10-03T20:15:25+0000;0444,T6795,He61a;0445,T6792,Hea73;0544,T67a9,Hcd0e;0545,T677b,Hee10;0644,T6840,Hdea9;0645,T6897,Hdcf1;0744,T6936,Hbeff;0745,T693b,Hdb88
34955,2021-10-03T20:15:34+0000;0444,T678e,He629;0445,T678b,Hea8e;0544,T67a1,Hcd09;0545,T6776,Hee1d;0644,T683b,Hdee5;0645,T6893,Hdcff;0744,T6932,Hbf0e;0745,T6937,Hdb9b
34956,2021-10-03T20:15:43+0000;0444,T678d,He664;0445,T6789,Heaab;0544,T679f,Hcd4c;0545,T6771,Hee37;0644,T6833,Hdef5;0645,T688b,Hdd09;0744,T692c,Hbf29;0745,T6933,Hdba8
34957,2021-10-03T20:15:52+0000;0444,T6785,He686;0445,T6783,Head5;0544,T6798,Hcd61;0545,T676d,Hee51;0644,T682c,Hdf04;0645,T6886,Hdd3d;0744,T6928,Hbf34;0745,T692d,Hdbba
34958,2021-10-03T20:16:01+0000;0444,T6781,He690;0445,T6782,Heaea;0544,T6791,Hcd5a;0545,T6769,Hee67;0644,T6829,Hdf3c;0645,T6881,Hdd4c;0744,T6923,Hbf47;0745,T692c,Hdbd9
34959,2021-10-03T20:16:09+0000;0444,T677d,He691;0445,T677c,Heafe;0544,T678e,Hcd65;0545,T6763,Hee76;0644,T6823,Hdf5a;0645,T687d,Hdd51;0744,T691d,Hbf63;0745,T6925,Hdbff
34960,2021-10-03T20:16:18+0000;0444,T6775,He6ca;0445,T6777,Heb0d;0544,T6789,Hcd7f;0545,T675c,Hee95;0644,T681b,Hdf85;0645,T6877,Hdd64;0744,T6919,Hbf81;0745,T6922,Hdc17
34961,2021-10-03T20:16:27+0000;0444,T6773,He6dd;0445,T6775,Heb37;0544,T6781,Hcd98;0545,T6758,Hee9f;0644,T6816,Hdf87;0645,T6871,Hdda8;0744,T6912,Hbf89;0745,T691f,Hdc29
34962,2021-10-03T20:16:36+0000;0444,T676f,He6f2;0445,T676d,Heb48;0544,T677e,Hcd6d;0545,T6754,Heeb0;0644,T6811,Hdfa4;0645,T686c,Hdddd;0744,T6911,Hbf94;0745,T6919,Hdc4d
34963,2021-10-03T20:16:44+0000;0444,T6768,He713;0445,T676c,Heb4c;0544,T677b,Hcd8d;0545,T674f,Heebb;0644,T680d,Hdfd1;0645,T6865,Hdde3;0744,T690a,Hbfa6;0745,T6912,Hdc63
34964,2021-10-03T20:16:53+0000;0444,T6764,He73e;0445,T6765,Heb66;0544,T6775,Hcd74;0545,T674c,Heed0;0644,T6806,Hdff3;0645,T6861,Hdde6;0744,T6904,Hbfc7;0745,T690d,Hdc77
34965,2021-10-03T20:17:02+0000;0444,T675f,He763;0445,T6761,Heb67;0544,T676e,Hcd79;0545,T6747,Heed7;0644,T6800,He00d;0645,T685b,Hddff;0744,T6902,Hbfe0;0745,T6908,Hdc94
34966,2021-10-03T20:17:11+0000;0444,T675c,He7a2;0445,T675d,Heb7b;0544,T6769,Hcda6;0545,T6745,Heeed;0644,T67fb,He039;0645,T6857,Hde0c;0744,T68fb,Hbff7;0745,T6906,Hdcb1
34967,2021-10-03T20:17:19+0000;0444,T6758,He79f;0445,T6759,Heb9a;0544,T6764,Hcd96;0545,T673d,Heef3;0644,T67f5,He043;0645,T6852,Hde2d;0744,T68f9,Hc00b;0745,T6902,Hdcc8
34968,2021-10-03T20:17:29+0000;0444,T6753,He7bb;0445,T6754,Heba7;0544,T6760,Hcd95;0545,T673b,Hef03;0644,T67f0,He06f;0645,T684c,Hde41;0744,T68f2,Hc017;0745,T68fe,Hdcd8
34969,2021-10-03T20:17:37+0000;0444,T674d,He7bb;0445,T6752,Hebd8;0544,T675a,Hcdc5;0545,T6735,Hef0f;0644,T67e9,He08b;0645,T6847,Hde57;0744,T68ee,Hc034;0745,T68f9,Hdcea
34970,2021-10-03T20:17:46+0000;0444,T6748,He7dd;0445,T674f,Hec00;0544,T6757,Hcde8;0545,T6731,Hef36;0644,T67e4,He0a9;0645,T6843,Hde8c;0744,T68ea,Hc043;0745,T68f4,Hdd05
34971,2021-10-03T20:17:54+0000;0444,T6743,He7e0;0445,T6749,Hec12;0544,T6752,Hcdfd;0545,T672b,Hef43;0644,T67e1,He0be;0645,T683d,Hdea9;0744,T68e4,Hc056;0745,T68ef,Hdd1b
34972,2021-10-03T20:18:03+0000;0444,T6740,He800;0445,T6748,Hec25;0544,T674f,Hcddf;0545,T6726,Hef44;0644,T67db,He0e2;0645,T6838,Hdeae;0744,T68de,Hc06b;0745,T68eb,Hdd36
34973,2021-10-03T20:18:12+0000;0444,T673c,He827;0445,T6741,Hec17;0544,T6747,Hcdcc;0545,T6722,Hef5f;0644,T67d6,He0ff;0645,T6833,Hdeba;0744,T68da,Hc07c;0745,T68e8,Hdd41
34974,2021-10-03T20:18:21+0000;0444,T6737,He835;0445,T673b,Hec25;0544,T6744,Hcdf9;0545,T6720,Hef77;0644,T67d2,He122;0645,T682d,Hded1;0744,T68d4,Hc090;0745,T68e4,Hdd3a
34975,2021-10-03T20:18:29+0000;0444,T6733,He842;0445,T6736,Hec3b;0544,T6740,Hce03;0545,T671a,Hef88;0644,T67cd,He136;0645,T6827,Hdee3;0744,T68d0,Hc0a3;0745,T68de,Hdd43
34976,2021-10-03T20:18:38+0000;0444,T672d,He854;0445,T6736,Hec54;0544,T673c,Hce21;0545,T6715,Hefa3;0644,T67c5,He159;0645,T6824,Hdf00;0744,T68cd,Hc0b8;0745,T68d9,Hdd46
34977,2021-10-03T20:18:47+0000;0444,T672b,He872;0445,T6731,Hec8b;0544,T6739,Hce59;0545,T6713,Hefb3;0644,T67c0,He16c;0645,T681f,Hdf1a;0744,T68c9,Hc0c4;0745,T68d3,Hdd60
34978,2021-10-03T20:18:56+0000;0444,T6726,He878;0445,T672b,Hecb0;0544,T6733,Hce56;0545,T670f,Hefb4;0644,T67bb,He178;0645,T6818,Hdf49;0744,T68c4,Hc0bc;0745,T68d2,Hdd7a
34979,2021-10-03T20:19:04+0000;0444,T6720,He894;0445,T6727,Hecc3;0544,T6730,Hce40;0545,T670a,Hefae;0644,T67ba,He196;0645,T6816,Hdf6b;0744,T68be,Hc0ca;0745,T68cc,Hdd8e
34980,2021-10-03T20:19:13+0000;0444,T671d,He8bb;0445,T6725,Hecd0;0544,T672a,Hce4f;0545,T6704,Hefbc;0644,T67b4,He1c0;0645,T680d,Hdf81;0744,T68bc,Hc0dd;0745,T68c8,Hdd8c
34981,2021-10-03T20:19:22+0000;0444,T6719,He8e3;0445,T6721,Hecd8;0544,T6727,Hce72;0545,T6705,Hefdd;0644,T67b1,He1fe;0645,T680b,Hdf89;0744,T68b6,Hc0f4;0745,T68c4,Hdd88
34982,2021-10-03T20:19:31+0000;0444,T6717,He8f0;0445,T671e,Hece7;0544,T6722,Hceb7;0545,T66fe,Hefe9;0644,T67aa,He211;0645,T6803,Hdf99;0744,T68b2,Hc107;0745,T68c2,Hdd8e
34983,2021-10-03T20:19:40+0000;0444,T6711,He8ff;0445,T6719,Hed0f;0544,T6721,Hceb9;0545,T66f9,Hf000;0644,T67a6,He224;0645,T6802,Hdfcd;0744,T68ad,Hc10a;0745,T68ba,Hdda5
34984,2021-10-03T20:19:48+0000;0444,T670f,He90a;0445,T6716,Hed2e;0544,T6719,Hcebe;0545,T66f6,Hf001;0644,T67a1,He22b;0645,T67ff,He012;0744,T68a8,Hc109;0745,T68b8,Hddd1
34985,2021-10-03T20:19:57+0000;0444,T670b,He922;0445,T6711,Hed31;0544,T6716,Hceb4;0545,T66f1,Hf013;0644,T679b,He255;0645,T67fa,He021;0744,T68a5,Hc111;0745,T68b4,Hddff
34986,2021-10-03T20:20:06+0000;0444,T6708,He93f;0445,T670f,Hed3f;0544,T6714,Hcee1;0545,T66ee,Hf02e;0644,T6798,He27e;0645,T67f6,He01e;0744,T68a0,Hc131;0745,T68b0,Hde18
34987,2021-10-03T20:20:15+0000;0444,T66ff,He950;0445,T670b,Hed63;0544,T6712,Hcf0d;0545,T66eb,Hf03f;0644,T6792,He286;0645,T67f2,He03a;0744,T689d,Hc142;0745,T68ae,Hde1f
34988,2021-10-03T20:20:23+0000;0444,T66fd,He95a;0445,T6707,Hed76;0544,T670d,Hcf40;0545,T66e6,Hf050;0644,T678c,He290;0645,T67ed,He06d;0744,T6898,Hc14c;0745,T68a8,Hde1d
34989,2021-10-03T20:20:32+0000;0444,T66f9,He95e;0445,T6701,Hed91;0544,T6705,Hcf43;0545,T66e2,Hf062;0644,T6789,He2ab;0645,T67e7,He08d;0744,T6895,Hc157;0745,T68a6,Hde25
34990,2021-10-03T20:20:41+0000;0444,T66f7,He97f;0445,T66fe,Heda3;0544,T6705,Hcf51;0545,T66dd,Hf07a;0644,T6783,He2d3;0645,T67e4,He096;0744,T688f,Hc16a;0745,T68a1,Hde40
34991,2021-10-03T20:20:50+0000;0444,T66f1,He9a7;0445,T66fa,Hedb1;0544,T6700,Hcf72;0545,T66dd,Hf087;0644,T677d,He2e1;0645,T67de,He0a4;0744,T688b,Hc179;0745,T689c,Hde5a
34992,2021-10-03T20:20:58+0000;0444,T66ec,He9b1;0445,T66f8,Hedd2;0544,T66fe,Hcf99;0545,T66d7,Hf097;0644,T677a,He2ed;0645,T67d9,He0d2;0744,T6889,Hc184;0745,T6898,Hde70
34993,2021-10-03T20:21:07+0000;0444,T66ec,He9bd;0445,T66f2,Heded;0544,T66f9,Hcfa7;0545,T66d4,Hf0aa;0644,T6778,He32a;0645,T67d4,He0eb;0744,T6884,Hc194;0745,T6895,Hde84
34994,2021-10-03T20:21:16+0000;0444,T66e6,He9dc;0445,T66f3,Hee12;0544,T66f6,Hcfe6;0545,T66cd,Hf0c0;0644,T6772,He33b;0645,T67d0,He0e5;0744,T6881,Hc1b3;0745,T6890,Hde99
34995,2021-10-03T20:21:25+0000;0444,T66e5,Hea1b;0445,T66ea,Hee23;0544,T66f3,Hd02f;0545,T66c9,Hf0cf;0644,T676b,He33e;0645,T67cf,He10c;0744,T687b,Hc1b4;0745,T688e,Hdea0
34996,2021-10-03T20:21:33+0000;0444,T66e0,Hea2c;0445,T66e9,Hee28;0544,T66ef,Hd05c;0545,T66c7,Hf0e0;0644,T676b,He355;0645,T67c8,He138;0744,T6879,Hc1bd;0745,T688a,Hde9e
34997,2021-10-03T20:21:42+0000;0444,T66dd,Hea26;0445,T66e6,Hee33;0544,T66ea,Hd089;0545,T66c5,Hf0f6;0644,T6765,He374;0645,T67c5,He14e;0744,T6873,Hc1d0;0745,T6886,Hdea6
34998,2021-10-03T20:21:51+0000;0444,T66d9,Hea48;0445,T66e2,Hee4b;0544,T66e8,Hd092;0545,T66bf,Hf104;0644,T6761,He39d;0645,T67c2,He158;0744,T686f,Hc1e4;0745,T6881,Hdeb2
34999,2021-10-03T20:22:00+0000;0444,T66d4,Hea6a;0445,T66de,Hee5d;0544,T66e5,Hd0a2;0545,T66bc,Hf110;0644,T675c,He3b9;0645,T67bd,He160;0744,T686c,Hc1f6;0745,T687e,Hdec3
35000,2021-10-03T20:22:08+0000;0444,T66d1,Hea70;0445,T66db,Hee6f;0544,T66df,Hd0cc;0545,T66b8,Hf126;0644,T675a,He3c6;0645,T67bb,He18e;0744,T6867,Hc200;0745,T687a,Hded4
35001,2021-10-03T20:22:17+0000;0444,T66d0,Hea6e;0445,T66d7,Hee8a;0544,T66db,Hd0dc;0545,T66b3,Hf127;0644,T6754,He3dd;0645,T67b4,He1af;0744,T6866,Hc20f;0745,T6876,Hdeda
35002,2021-10-03T20:22:26+0000;0444,T66c9,Hea74;0445,T66d3,Hee9e;0544,T66d5,Hd101;0545,T66ae,Hf138;0644,T674e,He3f6;0645,T67b4,He1c0;0744,T6862,Hc21c;0745,T6873,Hdeeb
35003,2021-10-03T20:22:35+0000;0444,T66c7,Hea8f;0445,T66d2,Heeb9;0544,T66d3,Hd127;0545,T66a9,Hf14a;0644,T674c,He404;0645,T67ad,He1e2;0744,T685b,Hc22b;0745,T6871,Hdf12
35004,2021-10-03T20:22:43+0000;0444,T66c2,Heabe;0445,T66cf,Heec5;0544,T66d2,Hd155;0545,T66a8,Hf159;0644,T6749,He420;0645,T67a9,He1ff;0744,T685b,Hc236;0745,T686e,Hdf19
35005,2021-10-03T20:22:52+0000;0444,T66c2,Heab2;0445,T66cb,Heecd;0544,T66cc,Hd16a;0545,T66a3,Hf16d;0644,T6741,He432;0645,T67a6,He217;0744,T6856,Hc23f;0745,T6868,Hdf1a
35006,2021-10-03T20:23:01+0000;0444,T66bb,Heac0;0445,T66c4,Heed8;0544,T66c8,Hd175;0545,T669e,Hf178;0644,T673d,He44f;0645,T679c,He215;0744,T6852,Hc24a;0745,T6866,Hdf1c
35007,2021-10-03T20:23:10+0000;0444,T66ba,Heaf4;0445,T66c2,Heee1;0544,T66c6,Hd173;0545,T669c,Hf186;0644,T673b,He46b;0645,T679c,He225;0744,T684d,Hc260;0745,T6861,Hdf2a
35008,2021-10-03T20:23:19+0000;0444,T66b6,Heb13;0445,T66be,Heeef;0544,T66c2,Hd193;0545,T669a,Hf191;0644,T6735,He481;0645,T6796,He238;0744,T684a,Hc267;0745,T685f,Hdf3c
35009,2021-10-03T20:23:27+0000;0444,T66b2,Heb0f;0445,T66bb,Hef06;0544,T66be,Hd191;0545,T6694,Hf19b;0644,T6733,He4a2;0645,T6794,He244;0744,T6848,Hc273;0745,T685a,Hdf47
35010,2021-10-03T20:23:36+0000;0444,T66b0,Heb10;0445,T66b8,Hef21;0544,T66b9,Hd1a1;0545,T6691,Hf1b0;0644,T672e,He4c6;0645,T6792,He250;0744,T6842,Hc285;0745,T6856,Hdf5e
35011,2021-10-03T20:23:45+0000;0444,T66ac,Heb31;0445,T66b6,Hef3a;0544,T66b5,Hd1d6;0545,T668d,Hf1be;0644,T672d,He4d7;0645,T678d,He257;0744,T683e,Hc295;0745,T6854,Hdf6d
35012,2021-10-03T20:23:54+0000;0444,T66a9,Heb44;0445,T66b1,Hef43;0544,T66b4,Hd1f8;0545,T668a,Hf1cb;0644,T6727,He4de;0645,T678b,He287;0744,T683c,Hc29a;0745,T6850,Hdf7a
35013,2021-10-03T20:24:02+0000;0444,T66a4,Heb59;0445,T66b1,Hef4a;0544,T66af,Hd201;0545,T6688,Hf1d3;0644,T6723,He4f1;0645,T6784,He2a0;0744,T6838,Hc2a1;0745,T684d,Hdf7e
35014,2021-10-03T20:24:11+0000;0444,T66a3,Heb72;0445,T66ad,Hef54;0544,T66ad,Hd225;0545,T6684,Hf1eb;0644,T671f,He505;0645,T6781,He2b6;0744,T6835,Hc2ae;0745,T6848,Hdf8c
35015,2021-10-03T20:24:20+0000;0444,T669d,Heb87;0445,T66a7,Hef63;0544,T66ab,Hd245;0545,T6682,Hf1fa;0644,T671a,He524;0645,T677e,He2da;0744,T6831,Hc2b2;0745,T6844,Hdf98
35016,2021-10-03T20:24:29+0000;0444,T669b,Heb94;0445,T66a4,Hef6d;0544,T66a7,Hd254;0545,T667f,Hf20c;0644,T6715,He531;0645,T6777,He2ee;0744,T682c,Hc2b7;0745,T6841,Hdf9b
